Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Transect length surveyed *,Number of quadrats *,Quadrat size *,Number of points per quadrat *,Observer emails *,Quadrat *,Benthic attribute *,Growth form,Number of points *
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Oxypora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Pachyseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Porites,Massive,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Seagrass,NA,7
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Paragoniastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Paramontastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Pavona,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Pectinia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Physogyra,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Platygyra,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Plerogyra,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Plesiastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Pocillopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Podabacia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Polyphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Porites,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Porites,Branching,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Porites,Massive,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Trachyphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Tubastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Tubipora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,25,Turbinaria-coral,NA,1
